id,id_educational_center,id_geographical_area,id_market,id_country
544,7,1,1,37
545,4,1,1,37
546,15,1,1,37
547,12,1,1,37
548,9,1,1,37
549,101,1,1,37
550,6,1,1,37
551,8,1,1,37
552,10,1,1,37
553,11,1,1,37
554,1,1,1,37
555,2,2,5,37
556,3,1,1,38
557,14,1,1,38
558,13,1,1,38
559,7,1,1,38
560,4,1,1,38
561,15,1,1,38
562,12,1,1,38
563,9,1,1,38
564,101,1,1,38
565,6,1,1,38
566,8,1,1,38
567,10,1,1,38
568,11,1,1,38
569,1,1,1,38
570,2,2,5,38
571,3,1,1,39
572,14,1,1,39
573,13,1,1,39
574,7,1,1,39
575,4,1,1,39
576,15,1,1,39
577,12,1,1,39
578,9,1,1,39
579,101,1,1,39
580,6,1,1,39
581,8,1,1,39
582,10,1,1,39
583,11,1,1,39
584,1,1,1,39
585,2,2,5,39
586,3,1,1,40
587,14,1,1,40
588,13,1,1,40
589,7,1,1,40
590,4,1,1,40
591,15,1,1,40
592,12,1,1,40
593,9,1,1,40
594,101,1,1,40
595,6,1,1,40
596,8,1,1,40
597,10,1,1,40
598,11,1,1,40
599,1,1,1,40
600,2,2,5,40
601,3,1,1,41
602,14,1,1,41
603,13,1,1,41
604,7,1,1,41
605,4,1,1,41
606,15,1,1,41
607,12,1,1,41
608,9,1,1,41
609,101,1,1,41
610,6,1,1,41
611,8,1,1,41
612,10,1,1,41
613,11,1,1,41
614,1,1,1,41
615,2,2,5,41
616,3,1,1,42
617,14,1,1,42
618,13,1,1,42
619,7,1,1,42
620,4,1,1,42
621,15,1,1,42
622,12,1,1,42
623,9,1,1,42
624,101,1,1,42
625,6,1,1,42
626,8,1,1,42
627,10,1,1,42
628,11,1,1,42
629,1,1,1,42
630,2,2,5,42
631,3,2,5,43
632,14,2,5,43
633,13,2,5,43
634,7,2,5,43
635,4,2,5,43
636,15,2,5,43
637,12,2,5,43
638,9,2,5,43
639,101,2,5,43
640,6,2,5,43
641,8,2,5,43
642,10,2,5,43
643,11,2,5,43
644,1,2,12,43
645,2,2,5,43
646,3,1,1,44
647,14,1,1,44
648,13,1,1,44
649,7,1,1,44
650,4,1,1,44
651,15,1,1,44
652,12,1,1,44
653,9,1,1,44
654,101,1,1,44
655,6,1,1,44
656,8,1,1,44
657,10,1,1,44
658,11,1,1,44
659,1,1,1,44
660,2,2,5,44
661,3,1,1,45
662,14,1,1,45
663,13,1,1,45
664,7,1,1,45
665,4,1,1,45
666,15,1,1,45
667,12,1,1,45
668,9,1,1,45
669,101,1,1,45
670,6,1,1,45
671,8,1,1,45
672,10,1,1,45
673,11,1,1,45
674,1,1,1,45
675,2,2,5,45
676,3,2,2,46
677,14,2,2,46
678,13,2,2,46
679,7,2,2,46
680,4,2,2,46
681,15,2,2,46
682,12,2,2,46
683,9,2,2,46
684,101,2,2,46
685,6,2,2,46
686,8,2,2,46
687,10,2,2,46
688,11,2,2,46
689,1,2,2,46
690,2,2,5,46
691,3,2,5,47
692,14,2,5,47
693,13,2,5,47
694,7,2,5,47
695,4,2,5,47
696,15,2,5,47
697,12,2,5,47
698,9,2,5,47
699,101,2,5,47
700,6,2,5,47
701,8,2,5,47
702,10,2,5,47
703,11,2,5,47
704,1,2,5,47
705,2,2,5,47
706,3,2,5,48
707,14,2,5,48
708,13,2,5,48
709,7,2,5,48
710,4,2,5,48
711,15,2,5,48
712,12,2,5,48
713,9,2,5,48
714,101,2,5,48
715,6,2,5,48
716,8,2,5,48
717,10,2,5,48
718,11,2,5,48
719,1,2,5,48
720,2,2,5,48
721,3,1,1,49
722,14,1,1,49
723,13,1,1,49
724,7,1,1,49
725,4,1,1,49
726,15,1,1,49
727,12,1,1,49
728,9,1,1,49
729,101,1,1,49
730,6,1,1,49
731,8,1,1,49
732,10,1,1,49
733,11,1,1,49
734,1,1,1,49
735,2,2,5,49
736,3,1,1,50
737,14,1,1,50
738,13,1,1,50
739,7,1,1,50
740,4,1,1,50
741,15,1,1,50
742,12,1,1,50
743,9,1,1,50
744,101,1,1,50
745,6,1,1,50
746,8,1,1,50
747,10,1,1,50
748,11,1,1,50
749,1,1,1,50
750,2,2,5,50
751,3,1,1,51
752,14,1,1,51
753,13,1,1,51
754,7,1,1,51
755,4,1,1,51
756,15,1,1,51
757,12,1,1,51
758,9,1,1,51
759,101,1,1,51
760,6,1,1,51
761,8,1,1,51
762,10,1,1,51
763,11,1,1,51
764,1,1,1,51
765,2,2,5,51
766,3,1,1,52
767,14,1,1,52
768,13,1,1,52
769,7,1,1,52
770,4,1,1,52
771,15,1,1,52
772,12,1,1,52
773,9,1,1,52
774,101,1,1,52
775,6,1,1,52
776,8,1,1,52
777,10,1,1,52
778,11,1,1,52
779,1,1,1,52
780,2,2,5,52
781,3,1,1,53
782,14,1,1,53
783,13,1,1,53
784,7,1,1,53
785,4,1,1,53
786,15,1,1,53
787,12,1,1,53
788,9,1,1,53
789,101,1,1,53
790,6,1,1,53
791,8,1,1,53
792,10,1,1,53
793,11,1,1,53
794,1,1,1,53
795,2,2,5,53
796,3,1,1,54
797,14,1,1,54
798,13,1,1,54
799,7,1,1,54
800,4,1,1,54
801,15,1,1,54
802,12,1,1,54
803,9,1,1,54
804,101,1,1,54
805,6,1,1,54
806,8,1,1,54
807,10,1,1,54
808,11,1,1,54
809,1,1,1,54
810,2,2,5,54
811,3,2,5,55
812,14,2,5,55
813,13,2,5,55
814,7,2,5,55
815,4,2,5,55
816,15,2,5,55
817,12,2,5,55
818,9,2,5,55
819,101,2,5,55
820,6,2,5,55
821,8,2,5,55
822,10,2,5,55
823,11,2,5,55
824,1,2,5,55
825,2,2,5,55
826,3,2,5,56
827,14,2,5,56
828,13,2,5,56
829,7,2,5,56
830,4,2,5,56
831,15,2,5,56
832,12,2,5,56
833,9,2,5,56
834,101,2,5,56
835,6,2,5,56
836,8,2,5,56
837,10,2,5,56
838,11,2,5,56
839,1,2,5,56
840,2,2,5,56
841,3,1,1,57
842,14,1,1,57
843,13,1,1,57
844,7,1,1,57
845,4,1,1,57
846,15,1,1,57
847,12,1,1,57
848,9,1,1,57
849,101,1,1,57
850,6,1,1,57
851,8,1,1,57
852,10,1,1,57
853,11,1,1,57
854,1,1,1,57
855,2,2,5,57
856,3,2,3,58
857,14,2,3,58
858,13,2,3,58
859,7,2,3,58
860,4,2,3,58
861,15,2,3,58
862,12,2,3,58
863,9,2,3,58
864,101,2,3,58
865,6,2,3,58
866,8,2,3,58
867,10,2,3,58
868,11,2,3,58
869,1,2,3,58
870,2,2,3,58
871,3,1,1,59
872,14,1,1,59
873,13,1,1,59
874,7,1,1,59
875,4,1,1,59
876,15,1,1,59
877,12,1,1,59
878,9,1,1,59
879,101,1,1,59
880,6,1,1,59
881,8,1,1,59
882,10,1,1,59
883,11,1,1,59
884,1,1,1,59
885,2,2,5,59
886,3,1,1,60
887,14,1,1,60
888,13,1,1,60
889,7,1,1,60
890,4,1,1,60
891,15,1,1,60
892,12,1,1,60
893,9,1,1,60
894,101,1,1,60
895,6,1,1,60
896,8,1,1,60
897,10,1,1,60
898,11,1,1,60
899,1,1,1,60
900,2,2,5,60
901,3,1,1,61
902,14,1,1,61
903,13,1,1,61
904,7,1,1,61
905,4,1,1,61
906,15,1,1,61
907,12,1,1,61
908,9,1,1,61
909,101,1,1,61
910,6,1,1,61
911,8,1,1,61
912,10,1,1,61
913,11,1,1,61
914,1,1,1,61
915,2,2,5,61
916,3,1,1,62
917,14,1,1,62
918,13,1,1,62
919,7,1,1,62
920,4,1,1,62
921,15,1,1,62
922,12,1,1,62
923,9,1,1,62
924,101,1,1,62
925,6,1,1,62
926,8,1,1,62
927,10,1,1,62
928,11,1,1,62
929,1,1,1,62
930,2,2,5,62
931,3,1,1,63
932,14,1,1,63
933,13,1,1,63
934,7,1,1,63
935,4,1,1,63
936,15,1,1,63
937,12,1,1,63
938,9,1,1,63
939,101,1,1,63
940,6,1,1,63
941,8,1,1,63
942,10,1,1,63
943,11,1,1,63
944,1,1,1,63
945,2,2,5,63
946,3,1,1,64
947,14,1,1,64
948,13,1,1,64
949,7,1,1,64
950,4,1,1,64
951,15,1,1,64
952,12,1,1,64
953,9,1,1,64
954,101,1,1,64
955,6,1,1,64
956,8,1,1,64
957,10,1,1,64
958,11,1,1,64
959,1,1,1,64
960,2,2,5,64
961,3,1,1,65
962,14,1,1,65
963,13,1,1,65
964,7,1,1,65
965,4,1,1,65
966,15,1,1,65
967,12,1,1,65
968,9,1,1,65
969,101,1,1,65
970,6,1,1,65
971,8,1,1,65
972,10,1,1,65
973,11,1,1,65
974,1,1,1,65
975,2,2,5,65
976,3,1,1,66
977,14,1,1,66
978,13,1,1,66
979,7,1,1,66
980,4,1,1,66
981,15,1,1,66
982,12,1,1,66
983,9,1,1,66
984,101,1,1,66
985,6,1,1,66
986,8,1,1,66
987,10,1,1,66
988,11,1,1,66
989,1,1,1,66
990,2,2,5,66
991,3,1,1,67
992,14,1,1,67
993,13,1,1,67
994,7,1,1,67
995,4,1,1,67
996,15,1,1,67
997,12,1,1,67
998,9,1,1,67
999,101,1,1,67
1000,6,1,1,67
1001,8,1,1,67
1002,10,1,1,67
1003,11,1,1,67
1004,1,1,1,67
1005,2,2,5,67
1006,3,1,1,68
1007,14,1,1,68
1008,13,1,1,68
1009,7,1,1,68
1010,4,1,1,68
1011,15,1,1,68
1012,12,1,1,68
1013,9,1,1,68
1014,101,1,1,68
1015,6,1,1,68
1016,8,1,1,68
1017,10,1,1,68
1018,11,1,1,68
1019,1,1,1,68
1020,2,2,5,68
1021,3,1,1,69
1022,14,1,1,69
1023,13,1,1,69
1024,7,1,1,69
1025,4,1,1,69
1026,15,1,1,69
1027,12,1,1,69
1028,9,1,1,69
1029,101,1,1,69
1030,6,1,1,69
1031,8,1,1,69
1032,10,1,1,69
1033,11,1,1,69
1034,1,1,1,69
1035,2,2,5,69
1036,3,1,1,70
1037,14,1,1,70
1038,13,1,1,70
1039,7,1,1,70
1040,4,1,1,70
1041,15,1,1,70
1042,12,1,1,70
1043,9,1,1,70
1044,101,1,1,70
1045,6,1,1,70
1046,8,1,1,70
1047,10,1,1,70
1048,11,1,1,70
1049,1,1,1,70
1050,2,2,5,70
1051,3,1,1,71
1052,14,1,1,71
1053,13,1,1,71
1054,7,1,1,71
1055,4,1,1,71
1056,15,1,1,71
1057,12,1,1,71
1058,9,1,1,71
1059,101,1,1,71
1060,6,1,1,71
1061,8,1,1,71
1062,10,1,1,71
1063,11,1,1,71
1064,1,1,1,71
1065,2,2,5,71
1066,3,1,1,72
1067,14,1,1,72
1068,13,1,1,72
1069,7,1,1,72
1070,4,1,1,72
1071,15,1,1,72
1072,12,1,1,72
1073,9,1,1,72
1074,101,1,1,72
1075,6,1,1,72
1076,8,1,1,72
1077,10,1,1,72
1078,11,1,1,72
1079,1,1,1,72
1080,2,2,5,72
1081,3,2,5,73
1082,14,2,5,73
1083,13,2,5,73
1084,7,2,5,73
1085,4,2,5,73
1086,15,2,5,73
1087,12,2,5,73
1088,9,2,5,73
1089,101,2,5,73
1090,6,2,5,73
1091,8,2,5,73
1092,10,2,5,73
1093,11,2,5,73
1094,1,2,5,73
1095,2,2,5,73
1096,3,1,1,74
1097,14,1,1,74
1098,13,1,1,74
1099,7,1,1,74
1100,4,1,1,74
1101,15,1,1,74
1102,12,1,1,74
1103,9,1,1,74
1104,101,1,1,74
1105,6,1,1,74
1106,8,1,1,74
1107,10,1,1,74
1108,11,1,1,74
1109,1,1,1,74
1110,2,2,5,74
1111,3,2,5,75
1112,14,2,5,75
1113,13,2,5,75
1114,7,2,5,75
1115,4,2,5,75
1116,15,2,5,75
1117,12,2,5,75
1118,9,2,5,75
1119,101,2,5,75
1120,6,2,5,75
1121,8,2,5,75
1122,10,2,5,75
1123,11,2,5,75
1124,1,2,5,75
1125,2,2,5,75
1126,3,1,1,76
1127,14,1,1,76
1128,13,1,1,76
1129,7,1,1,76
1130,4,1,1,76
1131,15,1,1,76
1132,12,1,1,76
1133,9,1,1,76
1134,101,1,1,76
1135,6,1,1,76
1136,8,1,1,76
1137,10,1,1,76
1138,11,1,1,76
1139,1,1,1,76
1140,2,2,5,76
1141,3,1,1,77
1142,14,1,1,77
1143,13,1,1,77
1144,7,1,1,77
1145,4,1,1,77
1146,15,1,1,77
1147,12,1,1,77
1148,9,1,1,77
1149,101,1,1,77
1150,6,1,1,77
1151,8,1,1,77
1152,10,1,1,77
1153,11,1,1,77
1154,1,1,1,77
1155,2,2,5,77
1156,3,2,5,78
1157,14,2,5,78
1158,13,2,5,78
1159,7,2,5,78
1160,4,2,5,78
1161,15,2,5,78
1162,12,2,5,78
1163,9,2,5,78
1164,101,2,5,78
1165,6,2,5,78
1166,8,2,5,78
1167,10,2,5,78
1168,11,2,5,78
1169,1,2,5,78
1170,2,2,5,78
1171,3,1,1,79
1172,14,1,1,79
1173,13,1,1,79
1174,7,1,1,79
1175,4,1,1,79
1176,15,1,1,79
1177,12,1,1,79
1178,9,1,1,79
1179,101,1,1,79
1180,6,1,1,79
1181,8,1,1,79
1182,10,1,1,79
1183,11,1,1,79
1184,1,1,1,79
1185,2,2,5,79
1186,3,2,5,80
1187,14,2,5,80
1188,13,2,5,80
1189,7,2,5,80
1190,4,2,5,80
1191,15,2,5,80
1192,12,2,5,80
1193,9,2,5,80
1194,101,2,5,80
1195,6,2,5,80
1196,8,2,5,80
1197,10,2,5,80
1198,11,2,5,80
1199,1,2,5,80
1200,2,2,5,80
1201,3,2,5,81
1202,14,2,5,81
1203,13,2,5,81
1204,7,2,5,81
1205,4,2,5,81
1206,15,2,5,81
1207,12,2,5,81
1208,9,2,5,81
1209,101,2,5,81
1210,6,2,5,81
1211,8,2,5,81
1212,10,2,5,81
1213,11,2,5,81
1214,1,2,5,81
1215,2,2,5,81
1216,3,1,1,82
1217,14,1,1,82
1218,13,1,1,82
1219,7,1,1,82
1220,4,1,1,82
1221,15,1,1,82
1222,12,1,1,82
1223,9,1,1,82
1224,101,1,1,82
1225,6,1,1,82
1226,8,1,1,82
1227,10,1,1,82
1228,11,1,1,82
1229,1,1,1,82
1230,2,2,5,82
1231,3,1,1,83
1232,14,1,1,83
1233,13,1,1,83
1234,7,1,1,83
1235,4,1,1,83
1236,15,1,1,83
1237,12,1,1,83
1238,9,1,1,83
1239,101,1,1,83
1240,6,1,1,83
1241,8,1,1,83
1242,10,1,1,83
1243,11,1,1,83
1244,1,1,1,83
1245,2,2,5,83
1246,3,2,5,84
1247,14,2,5,84
1248,13,2,5,84
1249,7,2,5,84
1250,4,2,5,84
1251,15,2,5,84
1252,12,2,5,84
1253,9,2,5,84
1254,101,2,5,84
1255,6,2,5,84
1256,8,2,5,84
1257,10,2,5,84
1258,11,2,5,84
1259,1,2,5,84
1260,2,2,5,84
1261,3,1,1,85
1262,14,1,1,85
1263,13,1,1,85
1264,7,1,1,85
1265,4,1,1,85
1266,15,1,1,85
1267,12,1,1,85
1268,9,1,1,85
1269,101,1,1,85
1270,6,1,1,85
1271,8,1,1,85
1272,10,1,1,85
1273,11,1,1,85
1274,1,1,1,85
1275,2,2,5,85
1276,3,1,1,86
1277,14,1,1,86
1278,13,1,1,86
1279,7,1,1,86
1280,4,1,1,86
1281,15,1,1,86
1282,12,1,1,86
1283,9,1,1,86
1284,101,1,1,86
1285,6,1,1,86
1286,8,1,1,86
1287,10,1,1,86
1288,11,1,1,86
1289,1,1,1,86
1290,2,2,5,86
1291,3,2,5,87
1292,14,2,5,87
1293,13,2,5,87
1294,7,2,5,87
1295,4,2,5,87
1296,15,2,5,87
1297,12,2,5,87
1298,9,2,5,87
1299,101,2,5,87
1300,6,2,5,87
1301,8,2,5,87
1302,10,2,5,87
1303,11,2,5,87
1304,1,2,5,87
1305,2,2,5,87
1306,3,1,1,88
1307,14,1,1,88
1308,13,1,1,88
1309,7,1,1,88
1310,4,1,1,88
1311,15,1,1,88
1312,12,1,1,88
1313,9,1,1,88
1314,101,1,1,88
1315,6,1,1,88
1316,8,1,1,88
1317,10,1,1,88
1318,11,1,1,88
1319,1,1,1,88
1320,2,2,5,88
1321,3,1,1,89
1322,14,1,1,89
1323,13,1,1,89
1324,7,1,1,89
1325,4,1,1,89
1326,15,1,1,89
1327,12,1,1,89
1328,9,1,1,89
1329,101,1,1,89
1330,6,1,1,89
1331,8,1,1,89
1332,10,1,1,89
1333,11,1,1,89
1334,1,1,1,89
1335,2,2,5,89
1336,3,2,5,90
1337,14,2,5,90
1338,13,2,5,90
1339,7,2,5,90
1340,4,2,5,90
1341,15,2,5,90
1342,12,2,5,90
1343,9,2,5,90
1344,101,2,5,90
1345,6,2,5,90
1346,8,2,5,90
1347,10,2,5,90
1348,11,2,5,90
1349,1,2,5,90
1350,2,2,5,90
1351,3,1,1,91
1352,14,1,1,91
1353,13,1,1,91
1354,7,1,1,91
1355,4,1,1,91
1356,15,1,1,91
