idEstudioNormalizadoBI,EstudioNormalizadoBI,idCurso
27,Comunicación Corporativa,509679
433,Dirección Comercial y Ventas,509680
59,Dirección de Procesos Estratégicos,509681
783,Gestión de Marca,509682
446,Dirección de Marketing,509683
446,Dirección de Marketing,509698
938,Marketing Farmacéutico,509699
904,Auditoría de Cuentas,509700
485,Inteligencia de Negocio,509701
435,Transformación Digital,509702
435,Transformación Digital,509703
1065,Maestría en Derecho Fiscal,509706
801,Maestría en Protección de datos,509707
1034,Maestría en Derechos Humanos,509708
1066,Maestría en Derecho Procesal Penal,509709
145,Licenciatura en Ciencia Política y Administración Pública,510285
1287,Maestría en Desarrollo y Operaciones de Software,510363
962,Maestría en Gestión Minera y Ambiental,510364
1021,Maestría en Marketing Digital (Newman),510365
960,Maestría en Administración de Negocios (MBA),510366
1288,Maestría en Derecho Corporativo y Empresarial,510367
1289,C. Adobe Creative,510368
1290,Maestría en Estética Dental Odontología Restauradora y Flujo Digital,512174
67,Dirección y Gestión Sanitaria,512185
67,Dirección y Gestión Sanitaria,512186
67,Dirección y Gestión Sanitaria,512187
68,Dirección y Gestión de Unidades de Enfermería,512188
68,Dirección y Gestión de Unidades de Enfermería,512189
68,Dirección y Gestión de Unidades de Enfermería,512190
776,Psicología Forense,512191
568,Neuropsicología Clínica,512192
567,Psicoterapia: Terapias de Tercera Generación,512193
856,Intervención Psicológica en Niños y Adolescentes,512194
1305,Certificación ISO 20000:2018 TÜV Rheinland,516409
63,Dirección Logística,520145
429,Diseño Industrial y Desarrollo de Producto,520149
1097,Diseño y desarrollo de la Interfaz de usuario,520150
70,Diseño de Experiencia de Usuario,520151
694,Dirección y Gestión de Tecnologías de la Información,520152
871,Internet de las Cosas / Internet of Things (IoT),520153
694,Dirección y Gestión de Tecnologías de la Información,520154
138,Ingeniería matemática y computación,520155
370,Inteligencia Artificial,520159
870,Desarrollo y Operaciones (DevOps),520160
448,Maestría en Análisis y Visualización de Datos Masivos,520161
194,Máster en Ciberseguridad,520162
1325,Global Program ESIT,520163
1326,Global Program Empresa,520164
1333,Curso de Actualización en Modelos de Gestión Sanitaria (Global Program),520165
1329,C.A. en Inteligencia Artificial y Data Engineering,520166
1330,C. Maestría en Emprendimiento y Negocios Digitales,520167
1331,C.A. en Data Analyst para Inteligencia Artificial,520168
1332,Maestría en Emprendimiento y Negocios Digitales,520169
135,Ingeniería de Software y Sistemas informáticos,526883
870,Desarrollo y Operaciones (DevOps),526884
171,Visual Analytics y Big Data,526885
370,Inteligencia Artificial,526886
194,Máster en Ciberseguridad,526887
1334,E.U. en Convivencia y Acoso Escolar,526895
1335,Maestría en Transformación Digital de las Organizaciones,526896
1336,C.U.A. Altas Capacidades y Desarrollo del Talento,526897
1337,C.U.A. Litigación,526898
67,Dirección y Gestión Sanitaria,526899
68,Dirección y Gestión de Unidades de Enfermería,526900
193,Seguridad Clínica y Atención Sanitaria,526901
1332,Maestría en Emprendimiento y Negocios Digitales,526902
1332,Maestría en Emprendimiento y Negocios Digitales,526903
1338,Diploma Esp. en Logoterapia y Análisis Existencial aplicados a la clínica,528360
796,Maestría en Inteligencia Artificial,528361
58,MBA,528362
64,Dirección y Gestión Financiera,528363
60,Dirección y Gestión de Recursos Humanos,528364
796,Maestría en Inteligencia Artificial,528365
796,Maestría en Inteligencia Artificial,529615
917,Metodología de la Investigación en Ciencias de la Salud,529617
495,Bioética,529618
1339,C. Maestría en Desarrollo y Operaciones de Software (DevOps),529619
1340,Mención en Competencias Digitales,529620
1341,Mención en Evaluación por competencias,529621
1342,Mención en Desarrollo del pensamiento creativo,529622
1343,Mención en Instrumentos para la Evaluación en Educación,529623
1344,Mención en Resolución de conflictos en el aula,529624
111,Ejercicio profesional de la abogacía,529626
756,Ciberdelincuencia,529627
754,Derecho Ambiental,529628
755,Derecho Corporativo Colombiano,529629
906,Derecho de la Ordenación del Territorio y del Urbanismo,529630
959,Derecho de la Energía y Transición Energética,529631
420,Derecho del Trabajo y de la Seguridad Social,529632
958,Derecho Digital,529633
207,Derecho Penal Económico,529634
607,Derecho Penal Internacional y Transnacional,529635
1259,Derecho Sanitario,529636
183,Propiedad Intelectual e Industrial,529637
493,Derechos Humanos,529638
176,Pedagogía,52967
103,"E.U. Robótica, Programación e Impresión 3D",52973
599,Dirección y Administración de Empresas - MBA Directivos,532673
1063,Maestría en Gerencia Comercial y Ventas,532674
334,Maestría en Marketing Digital,532675
1332,Maestría en Emprendimiento y Negocios Digitales,532676
800,Maestría en Mercadotecnia,532679
151,Maestría en Dirección y Administración de Empresas,532680
1346,P.A. Diseño y Gestión de Plantas Solares Fotovoltaicas,532683
1347,C.U.A. Scrum,532684
1016,Maestría en Educación (Newman),532750
1016,Maestría en Educación (Newman),532751
1016,Maestría en Educación (Newman),532752
1016,Maestría en Educación (Newman),532753
1016,Maestría en Educación (Newman),532754
200,Orientación Educativa Familiar,53861
1353,C.U.A. Actividad Física y Deporte,538960
87,E.U. en Enseñanza de Religión,54850
1365,Maestría Internacional en Diseño Gráfico Digital (Internaciones),550306
1362,Estudios Avanzados en Cinematografía,550307
1363,Métodos y Técnicas de Investigación Social Aplicada,550308
1367,Producción de Proyectos Artísticos,550469
1369,Maestría en Diseño y Desarrollo de Videojuegos (Internaciones),551829
1371,Administración Electrónica y Gobierno Abierto,551831
1372,Derecho de los Mercados Financieros,551832
135,Ingeniería de Software y Sistemas informáticos,55424
166,Máster en Diseño de Videojuegos,55426
1373,Máster de F.P. en Product Manager,554848
1377,Inteligencia Económica para la Gestión de la Seguridad,564668
1378,Marketing Deportivo,564669
1379,Animación 3D para las Industrias del Entretenimiento,564670
1592,Intervención Logopédica en la Deglución,571555
1593,Microbiota Humana,571556
1388,Analítica Digital Online,571559
1414,Hacking Ético Streaming,571562
1419,Cloud CRM Marketing Streaming,571564
1436,Data Science Streaming,571565
1509,Experto en tráfico y estrategias de paid media Streaming,571567
1547,SEO - SEM Profesional Madrid,571568
1550,SEO - SEM Profesional Streaming,571570
1422,CRO Streaming,571573
1545,SEO Avanzado Streaming,571583
1596,Máster de F.P. en Derecho Corporativo y M&A,573954
64,Dirección y Gestión Financiera,576483
1602,Máster de F.P. en Tributación,578343
1603,Máster de F.P. en Construcción Industrializada,578344
1604,Maestría en Intervención Psicológica en niños y adolescentes,578345
1605,E.U. en Dislexia y Discalculia,578346
1606,E.U. en Historia de la Iglesia en España y América Latina,578347
1607,Máster de F.P. en Coordinación de Bienestar y Protección del Alumnado,578348
63,Dirección Logística,57842
1609,Estrategias Nutricionales en la Práctica Deportiva,579548
1610,Enfermería,579579
1611,Farmacia,579733
1613,Fisioterapia (Unimad),579734
1612,Biomedicina,579735
1615,Bioinformática,580235
447,Maestría en Tecnología Educativa y Competencias Digitales,580239
101,E.U. en Psicomotricidad y Neuromotricidad,58328
268,Tecnología Educativa y Competencias Digitales,58331
16,C.U. Herramientas para el Trabajo Colaborativo para Docentes,58345
1617,Especialización en Gerencia Financiera,587096
1618,Especialización en Inteligencia Artificial,587097
1622,D.G. en Derecho y Criminología ,587105
1654,Bachelor en Musicología,587129
1653,Bachelor en Composición Musical,587130
1628,Maestría en Gestión de Riesgos Financieros (Newman),587131
1629,Maestría en Neuromarketing (Newman),587132
1630,Maestría en Emprendimiento y Negocios Digitales (Newman),587133
1631,Maestría en Inteligencia de Negocio,587134
1632,Maestría en Negocios Internacionales,587135
1633,Maestría en Psicopedagogía (Newman),587136
1634,Maestría en Tecnología Educativa,587137
1635,Maestría en Atención a las Necesidades Educativas del Desarrollo (Newman),587138
1636,Maestría en Educación Inclusiva e Intercultural (Newman),587140
1637,"Maestría en Didáctica de la Ciencia, Tecnología, Ingeniería y Matemáticas (Newman)",587146
1379,Animación 3D para las Industrias del Entretenimiento,587160
1639,Maestría en Teatro y Artes Escénicas (Newman),587161
372,Business Process Management (BPM) for Digital Transformation,587163
1640,Maestría en Gerencia Social,587165
1641,Maestría en Industria 4.0,587169
1642,Maestría en Gerencia de Operaciones y Logística,587170
1643,Maestría en Seguridad y Salud Ocupacional,587172
1644,Maestría en Inteligencia Artificial (Newman),587176
1645,"Maestría en Diseño Industrial, Innovación y Desarrollo de Producto (Newman)",587183
1646,Maestría en Desarrollo y Operaciones de Software (DevOps),587184
871,Internet de las Cosas / Internet of Things (IoT),587206
1648,Maestría en Gerencia de Servicios de Salud,587220
64,Dirección y Gestión Financiera,587239
1649,CTI Streaming ,587277
1650,Ecommerce y Marketplaces Streaming,587281
1656,Técnico Sup. en Administración y Finanzas,589768
1657,Técnico Sup. en Administracion de Sistemas Informaticos en Red,589769
1658,Técnico Sup. en Desarrollo de Aplicaciones Web,589770
1971,Técnico Sup. en Transporte y Logística (FP),589771
1663,Licenciatura en Medicina,590579
1660,Esp. en Administración y Gerencia de la Salud,590657
1680,Seminario Cultura del Vino,599448
162,Asesoría Jurídica de Empresa,60375
73,D.G. en Derecho y ADE,60377
1689,Programa Executive en Sostenibilidad ESG,605881
1850,Project Management (PMP) Online,605962
58,MBA,60615
1697,Curso en Ciberseguridad,609956
1698,Curso en Inteligencia Artificial y Data Science,609957
1699,Curso en Arquitectura Big Data,609971
157,Marketing Digital,609990
1700,Programa Profesional en Inteligencia Artificial y Data Science,612849
1701,Programa Profesional en Ciberseguridad,612850
944,Curso Inglés C1 Intensivo,61899
1654,Bachelor en Musicología,641147
1715,Trastornos de la Conducta Alimentaria,656820
1716,Gerontología y Atención centrada en la Persona y las Relaciones,656821
1717,Intervención Psicológica en el Ambito Educativo,656822
1723,Relaciones Internacionales,658320
1727,Licenciatura en Diseño Gráfico Digital,662236
1729,Maestría en Diseño y Desarrollo de la Interfaz de Usuario web,673466
1735,Maestría en Cooperación Internacional al Desarrollo,673767
1736,Licenciatura en Recursos Humanos,673772
1737,Licenciatura en Mercadotecnia,673779
1738,Licenciatura en Contaduría Pública y Finanzas,673784
1739,Licenciatura en Arquitectura,673794
1740,Maestría en Educación Musical,673802
1741,Maestría en Intervención Social ,673818
1742,Maestría en Educación Integral y Socioemocional ,673819
67,Dirección y Gestión Sanitaria,67416
68,Dirección y Gestión de Unidades de Enfermería,67417
188,Psicología General Sanitaria,67418
43,D.E. Gestión de Operaciones y Calidad,68141
42,D.E. Gestión Comercial y Negocios,68142
1754,Maestría en Contabilidad e Impuestos,682517
1755,Maestría en Transformación Digital en las Organizaciones,682518
149,Liderazgo y Dirección de Centros Educativos,68287
1764,Profesional en Ciberseguridad Online,687742
1772,Maestría en Big Data,688217
1773,Maestría en Ciberseguridad,688218
1774,Maestría en Diseño y Gestión de Proyectos Tecnológicos (Newman),688230
1775,Maestría en Gestión Ambiental y Eficiencia Energética (Newman),688231
608,MIU - BSBA (EN),688913
609,MIU - BSCS (EN),688914
1793,MIU - IMBA (EN),688915
618,MIU - MEL (EN),688917
1794,MIU - BSBA (ES),688919
613,MIU - BSCS (ES),688922
615,MIU - IMBA (ES),688924
619,MIU - MEL (ES),688928
1776,Maestría en Ingeniería de Software y Sistemas Informáticos (Newman),690026
1777,Maestría en Cooperación Internacional,690027
1778,Maestría en Intervención Social (Newman),690028
1779,Maestría en Musicología,690029
54,Didáctica de la lengua (Infantil y Primaria),69093
1780,Maestría en Criminología,694602
1781,Maestría en Derechos Humanos (Newman),694623
1782,Maestría en Métodos de Enseñanza en Educación Personalizada (Newman),694626
1783,Maestría en Neuropsicologia en la Educación (Newman),694639
164,Máster en DevOps y Cloud Computing,69463
1784,Maestría en Orientación Educativa Familiar (Newman),694640
1785,Maestría en Comunicación Corporativa,694641
1786,Maestría en Dirección de Marketing,694642
1787,Maestría en Dirección de Operaciones,694643
1788,Maestría en Gerencia Comercial,694646
1789,Maestría en Marketing Político,694647
1790,Especialización en Derecho de la Empresa,694648
190,Publicidad Digital,69472
27,Comunicación Corporativa,69473
55,Didáctica de la Lengua en Educación Secundaria y Bachillerato,69496
1807,E.U. en Entrenamiento de Fuerza para la Readaptación de Lesiones,700520
1837,E.U. en Modelos de Asistencia Integral en Atención Primaria,704552
1838,People Analytics & HR Analytics Online,704641
1840,Avanzado en DevOps & Cloud Online,704642
1841,Avanzado en Cloud Computing. Arquitecturas y Soluciones Online,704643
1843,Profesional en Peritaje Informático e Informática Forense Online,704645
1844,Profesional en Inteligencia Artificial y Data Science Online,704646
1845,Full Stack Developer Online,704695
1846,Product Manager Online,704700
1847,Curso de Copywriting,704713
1852,Digital Marketing 360 Online,708415
1864,Psicología del Deporte,713037
1865,Genómica Humana de Precisión,714520
1865,Genómica Humana de Precisión,714520
1865,Genómica Humana de Precisión,714520
1865,Genómica Humana de Precisión,714520
1865,Genómica Humana de Precisión,714520
1866,Transformación Digital en el Sector Público,715725
1867,Gestión y Planificación de la Tecnología Sanitaria,715726
1869,Cooperación Internacional para el Desarrollo,719613
1870,Sociología,719614
1872,Gestión del Desarrollo Sostenible,719616
1873,Jazz y Música Moderna,719617
794,Maestría en Educación,719618
139,International Executive MBA,72229
58,MBA,72236
57,Didáctica de las Matemáticas. Secundaria y Bachillerato,72597
1875,Maestría en Ingeniería Sanitaria,730731
1876,Salud Global / One Health,730741
1876,Salud Global / One Health,730741
1876,Salud Global / One Health,730741
1876,Salud Global / One Health,730741
1876,Salud Global / One Health,730741
1882,Didáctica de las Artes Plásticas y Visuales en Educación Infantil y Primaria,732361
151,Maestría en Dirección y Administración de Empresas,739313
155,Maestro en educación infantil,7394
156,Maestro en educación primaria,7399
1891,Transformación Digital a través de Tecnologías Disruptivas,740496
49,Derecho Comercio Internacional,74109
151,Maestría en Dirección y Administración de Empresas,74717
152,Maestría en Dirección y Gestión de Centros Educativos,74718
153,Maestría en Psicopedagogía,74721
154,Maestría en Ciberseguridad,74722
150,Maestría en Dirección e Ingeniería de Sitios Web,74723
56,Didáctica de las Matemáticas. Infantil y Primaria,74791
1980,MIU - MCIB (ES),753558
1907,Maestría en Diseño Gráfico Digital (Newman),753664
1908,Maestría en Energías Renovables,753665
1909,Maestría en Seguridad Alimentaria,753666
1910,Maestría en Auditoría,754531
1911,Maestría en Comunicación Digital,754532
1912,Maestría en Dirección y Gestión Deportiva,754533
1913,Maestría en Protocolo y Eventos,754534
1914,Maestría en Transformación Digital de la Empresa,754535
1915,Maestría en Creación de Guiones Audiovisuales,754536
1916,Maestría en Fotografía Artística,754537
1917,Maestría en Pedagogía Musical,754538
1918,Maestría en Anticorrupción,754539
1919,Maestría en Seguridad Internacional,754540
26,Comunicación,7545
1920,Maestría en Enseñanza Inglés como lengua extranjera,755419
1921,Maestría en Estimulación temprana y educación Infantil,755420
1922,Maestría en Prevención de Conflictos en Entornos Educativos,755421
1923,Maestría en Docencia Superior Universitaria,755422
1924,Maestría en Educación Integral y Socioemocional,755423
60,Dirección y Gestión de Recursos Humanos,75650
142,Investigación de Mercados,75651
107,Educación Especial,75731
1927,Bootcamp IA,758582
163,Programa Prof. en Dermofarmacia,76031
163,Programa Prof. en Dermofarmacia,76031
163,Programa Prof. en Dermofarmacia,76031
193,Seguridad Clínica y Atención Sanitaria,76032
131,Gestión Ambiental y Eficiencia Energética,76033
171,Visual Analytics y Big Data,76034
151,Maestría en Dirección y Administración de Empresas,760670
151,Maestría en Dirección y Administración de Empresas,760671
151,Maestría en Dirección y Administración de Empresas,760682
151,Maestría en Dirección y Administración de Empresas,760683
151,Maestría en Dirección y Administración de Empresas,760750
151,Maestría en Dirección y Administración de Empresas,760751
405,P.D.P Big Data for Business,76679
179,Prevención de Riesgos Laborales,7672
20,Ciencias políticas y gestión pública,7673
7,Administración y Dirección de Empresas,7674
113,Máster de F.P. en Ensayos clínicos,76793
113,Máster de F.P. en Ensayos clínicos,76793
113,Máster de F.P. en Ensayos clínicos,76793
113,Máster de F.P. en Ensayos clínicos,76793
1982,MIU - MSBI (ES),769371
1984,MIU - MSDK (ES),769385
58,MBA,769457
58,MBA,769458
1942,Máster en Inteligencia Artificial en procesos industriales,769466
1944,Máster en IA para la transformación e innovación de negocio,769517
1945,Máster en IA para el sector financiero,769518
1947,Máster en IA para la ciencia del comportamiento,769520
1950,E.U. en Inteligencia Artificial en Educación,772592
133,Humanidades,7762
1951,Máster de F.P. en Derecho Inmobiliario y Real Estate,777087
1953,Máster de F.P. en Control de Gestión,777125
1954,Máster de F.P. en Dirección de Orquesta (Unipro),777126
1955,Máster de F.P. en Dirección de Procesos Estratégicos,777127
1956,Máster de F.P. en Inteligencia de Negocio,777128
1957,Máster de F.P. en Marketing Digital,777129
1958,Máster de F.P.en Dirección y Administración de Empresas (MBA),777130
1959,Máster de F.P. en Diseño y Gestión de Proyectos Tecnológicos,777131
1960,Máster de F.P. en Psicología Forense,777132
1961,Máster de F.P. en Dirección Comercial y Ventas,777133
1962,Máster de F.P. en Gestión de Riesgos,778260
1963,Innovación en Turismo,778261
1964,Técnico Superior en Educación Infantil,778270
1974,Inteligencia y Analítica de Negocio,783616
1985,Máster en UX/UI online,786014
1986,Máster en Legaltech,786015
1987,Máster en Marketing de Moda,786016
266,Máster en Nutrición Clínica Avanzada,78704
1991,Técnico Superior en Comercio Internacional,792488
1992,Técnico Superior en Documentación y Administración Sanitaria,792489
1993,Técnico Superior en Integración Social,792490
1994,Bachelor en Administración de Empresas,793009
1995,Bachelor en Ciencia de Datos,793010
1996,Bachelor en Informática,793011
1997,Bachelor en Ingeniería de Organización Industrial,793012
1998,Bachelor en Nutrición Humana y Dietética,793013
1999,Bachelor en Psicología,793014
2000,D.P.A. en Contabilidad y Administración,793015
2001,Especialización en Gestión Pública,793394
2002,Curso de IA de Marketing,793395
2003,Especialización en Educación Inclusiva,793396
2004,Maestría en Administración de Operaciones (SCM),793397
2005,Maestría en Dirección Comercial y Ventas,793398
2105,Especialización en Derechos Humanos,795877
2106,Programa Avanzado en Arquitecturas Cloud,795878
2111,Proyectos Periodísticos Digitales Avanzados,797436
2119,Curso de diseño creativo multimedia con IA,798780
2122,Especialización en Gestión Ambiental y Energética,801472
380,Maestría en Sistemas Integrados de Gestión,801497
2336,MIU - MCIB (EN),809477
2337,MIU - MSBI (EN),809570
2338,MIU - MSDK (EN),810116
2187,Epidemiología y Salud Poblacional,810646
138,Ingeniería matemática y computación,81121
2191,C.U. en Metodologías Activas y Aprendizaje Cooperativo,812047
2195,C.U. en Dislexia y Discalculia,812061
109,Educación Personalizada en la Sociedad Digital,81322
322,Mención en Pedagogía Terapéutica (Educación Especial) - Educación Primaria,81864
321,Mención en Enseñanza de la Lengua Inglesa,81865
321,Mención en Enseñanza de la Lengua Inglesa,81865
2201,Máster de F.P. en Psicología de la Salud y Atención Psicológica,820203
2205,Maestría en Auditoría de Cuentas,820339
2206,Maestría en Mercadotecnia Farmacéutica,820415
2208,Maestría en Comunicación Transmedia,820466
58,MBA,82637
207,Derecho Penal Económico,83121
2209,Maestría en Escritura Creativa,833036
2210,Maestría en Gestión del Patrimonio Cultural,833037
208,Máster en Ruby,83636
212,Programa Avanzado en Corporate Compliance,84046
291,E.U. Altas Capacidades y desarrollo del Talento,84346
216,Programa en Inteligencia artificial,84414
270,E.U. Cuidados Intensivos en Enfermería,84423
2213,Maestría en Prevención y Mediación de Conflictos en Entornos Educativos,845420
2214,E.U. en Adicciones Comportamentales,845421
2215,"E.U. en Prevención, Abordaje y Postvención de la Conducta Suicida",845422
210,C.C. Enseñanza de Filosofía y Valores Éticos,84832
393,D.G. en Maestro de Educación Infantil y Primaria,84920
2220,Maestría en Ingeniería de Software y Sistemas Informáticos (Internaciones),850784
2221,Máster en resolución de problemas complejos,855347
2222,Prog. Ex. en Chief Happiness Officer,855348
2223,Máster en Liderazgo y Desarrollo Personal,855644
2225,P.A. en Inteligencia Emocional,856783
2226,P.E. en Sostenibilidad ESG,856784
2227,Máster en Gestión de Riesgos,856840
2228,Máster en Coaching y Mentoring,857121
2229,Progr. en Inteligencia Artificial en Educación,857739
2238,P.E. en Derecho Concursal y Reestructuraciones,870695
2239,P.E. en Corporate Compliance,870696
151,Maestría en Dirección y Administración de Empresas,87172
151,Maestría en Dirección y Administración de Empresas,87173
196,Sistemas Integrados de Gestión,8788
2240,P.A. en Inteligencia Artificial para Desarrolladores,878977
2249,Maestría Internacional en Neuromarketing (Internaciones),889383
2250,Maestría Internacional en Sistemas Integrados de Gestión (Internaciones),889384
2252,Maestría en Docencia Universitaria (México),890249
2255,Maestría en Energias Renovables ,890256
2256,Maestría en Seguridad Pública,890257
2263,Pregrado en Derecho,892837
2289,Maestría Internacional en Desarrollo y Operaciones de Software (DevOPs),893736
2295,Maestría en Negocios Internacionales y Comercio Exterior (Internaciones),893744
2297,Maestría Internacional en Comunicación y Marketing Político,893908
2298,Maestría Internacional en Gestión de Riesgos Financieros,893909
2299,Maestría Internacional en Comunicación Corporativa,893910
48,Derecho,8973
198,Trabajo social,8974
2326,Especialización en Educación Musical,899635
2331,Especialización en Gestión de Centros Sociales,903817
2344,Especialización en TIC para la Enseñanza,918483
280,PDD - Programa de Desarrollo Directivo,97788
